"sar_id","reporting_institution_id","reporting_institution_name","reporting_institution_type","filing_date","activity_start_date","activity_end_date","subject_id","subject_name","subject_type","subject_national_id","subject_date_of_birth","subject_address_street","subject_address_city","subject_address_state","subject_address_postal_code","subject_address_country","transaction_id","transaction_date","transaction_amount","transaction_currency","transaction_type","money_laundering_indicators","suspicious_activity_description","investigation_status","investigation_outcome","reported_to_fiu","fiu_report_id","fiu_report_date","reporting_officer_id","reporting_officer_name","reporting_officer_contact"
"SAR20240163","BNK0041","Metropolitan Savings Bank","bank","2024-04-05","2024-03-19","2024-04-03","SUBJ1073","Franz Schneider","individual","718430209","1949-12-15","14 Kaiserstrasse","Vienna","DU","1010","AUT","TXN0063","2024-03-31","1220","EUR","withdrawal","low_value, unexplained_transfer","Numerous low-value withdrawals observed, inconsistent with regular pension payments.","closed","no_action","false","","","EMP0073","Klaus Obermann","klaus.obermann@metsavings.at"
"SAR20240164","BK0244","Nordic Central Bank","bank","2024-05-21","2024-04-30","2024-05-18","SUBJ1074","Valhalla Financial Trust","trust","TR-628130","","100 Storgatan","Stockholm","ST","11122","SWE","TXN0064","2024-05-17","3700000","EUR","exchange","layering, high_value","Trust moved large sums via international exchange with complex layering to different jurisdictions.","referred","further_monitoring","true","FIU20240164","2024-05-22","EMP0074","Anna Lindqvist","anna.lindqvist@nordicbank.se"
"SAR20240165","CU0054","Sunshine Credit Union","credit_union","2024-03-09","2024-02-18","2024-03-07","SUBJ1075","Tomasz Nowak","individual","483920105","1989-09-29","45 Nowowiejska St.","Warsaw","MZ","00-665","POL","TXN0065","2024-03-05","14600","PLN","cash_deposit","frequent_deposits, rapid_movement","Regular cash deposits of moderate value, pattern suggests possible structuring for layering.","pending","further_monitoring","false","","","EMP0075","Ewa Sokolowska","ewa.sokolowska@sunshinecu.pl"
"SAR20240166","BNK0042","Eastern Financial Bank","bank","2024-02-11","","","SUBJ1076","Jianxing Co. Ltd","company","CO-1102731","","300 Nanjing Road","Shanghai","34","200001","CHN","TXN0066","2024-02-11","9200","CNY","payment","unexplained_funds, rapid_turnover","Company received payment in new account with unclear purpose, rapid turnover observed.","pending","further_monitoring","false","","","EMP0076","Shen Wei","shen.wei@easternfb.cn"
"SAR20240167","MSB0043","MidEast Money Services","money_service_business","2024-01-21","2024-01-02","2024-01-20","SUBJ1077","Dubai Trade Trust","trust","TR-428130","","140 Sheikh Zayed Rd","Dubai","DU","00000","ARE","TXN0067","2024-01-19","2750000","AED","exchange","high_value, offshore_connection","Trust handled high-value exchange with offshore movement of funds, no valid business justification.","referred","prosecution","true","FIU20240167","2024-01-22","EMP0077","Saeed Al Farsi","saeed.alfarsi@mideastms.ae"
"SAR20240168","BRK0049","Baltic Securities","brokerage","2024-05-24","2024-05-01","2024-05-22","SUBJ1078","Miller & Carter LLP","partnership","PT-381209","","12 Tallinna Maantee","Tallinn","HA","10115","EST","TXN0068","2024-05-22","158000","EUR","exchange","layering, rapid_investment","Partnership executed rapid investments through exchange, pattern matches layering for illicit funds.","referred","further_monitoring","true","FIU20240168","2024-05-25","EMP0078","Krista Sild","krista.sild@balticsecurities.ee"
"SAR20240169","BK0245","Istanbul National Bank","bank","2024-04-18","2024-03-28","2024-04-16","SUBJ1079","Anadolu Investment","company","CO-6259012","","25 Istiklal Caddesi","Istanbul","IST","34433","TUR","TXN0069","2024-04-15","296000","TRY","cash_deposit","rapid_turnover, complex_transaction","Company made large cash deposit followed by rapid turnover across accounts, possible money laundering layering.","ongoing","further_monitoring","true","FIU20240169","2024-04-19","EMP0079","Murat Yildiz","murat.yildiz@istanbulnb.com"
"SAR20240170","BNK0043","Western Federal Bank","bank","2024-03-02","2024-02-10","2024-03-01","SUBJ1080","Elena Sokolova","individual","908312704","1992-03-23","71 Tverskaya St.","Moscow","MOW","125009","RUS","TXN0070","2024-02-28","27500","RUB","wire_transfer","rapid_movement, unusual_large_transfer","Wire transfer of significant amount sent abroad, rapid movement of funds detected.","ongoing","further_monitoring","true","FIU20240170","2024-03-03","EMP0080","Igor Volkov","+7-495-982-1180"
"SAR20240171","BNK0044","Southern Savings Bank","bank","2024-04-11","2024-03-19","2024-04-09","SUBJ1081","Ava M. Russell","individual","519740832","1999-12-05","300 Magnolia Ave","Orlando","FL","32801","USA","TXN0071","2024-04-08","22480","USD","cash_deposit","new_account, frequent_deposits","Subject made multiple cash deposits within a short interval after opening account.","pending","further_monitoring","false","","","EMP0081","Rachel Foster","rachel.foster@southernsavings.com"
"SAR20240172","MSB0044","EuroLink Transfers","money_service_business","2024-02-28","","","SUBJ1082","Eurofin Trade GmbH","company","CO-2201409","","12 Alexanderplatz","Berlin","BE","10178","DEU","TXN0072","2024-02-28","7000","EUR","payment","unexplained_funds, rapid_turnover","Company received payment with no clear business rationale, rapid turnover observed.","pending","further_monitoring","false","","","EMP0082","Hans Keller","hans.keller@eurolinktransfers.de"
"SAR20240173","INS0034","Continental Insurance","insurance_company","2024-01-30","2024-01-05","2024-01-28","SUBJ1083","Frederique Laurent","individual","820370941","1972-10-14","21 Rue La Fayette","Paris","IDF","75009","FRA","TXN0073","2024-01-27","1080","EUR","withdrawal","low_value, unexplained_transfer","Subject made multiple low-value withdrawals, source of funds unclear and inconsistent with regular activity.","closed","no_action","false","","","EMP0083","Marie Dupont","marie.dupont@continentalinsurance.fr"
"SAR20240174","CU0055","Prairie Credit Union","credit_union","2024-03-29","2024-03-05","2024-03-27","SUBJ1084","Michael J. Smith","individual","510239801","1977-04-18","3100 Main St","Chicago","IL","60616","USA","TXN0074","2024-03-26","4200","USD","cash_deposit","frequent_deposits, rapid_movement","Subject made repeated cash deposits below reporting threshold, source of funds unverified.","pending","further_monitoring","false","","","EMP0084","Jessica Brown","jessica.brown@prairiecu.org"
"SAR20240175","BNK0045","Atlantic City Bank","bank","2024-05-06","2024-04-13","2024-05-03","SUBJ1085","Edwards Investment Group","company","CO-9182374","","250 Boardwalk","Atlantic City","NJ","08401","USA","TXN0075","2024-05-02","265000","USD","wire_transfer","unexplained_funds, layering","Company executed wire transfer of high value with source of funds unverified, multiple layering steps detected.","ongoing","further_monitoring","true","FIU20240175","2024-05-07","EMP0085","David Turner","david.turner@atlanticcitybank.com"
"SAR20240176","BK0246","Geneva Private Bank","bank","2024-02-17","2024-01-25","2024-02-15","SUBJ1086","Mont Blanc Trust","trust","TR-020481","","7 Rue du Rhône","Geneva","GE","1204","CHE","TXN0076","2024-02-14","3934000","CHF","exchange","high_value, layering","Trust completed high-value exchange transactions using complex layering across Swiss and offshore accounts.","referred","prosecution","true","FIU20240176","2024-02-18","EMP0086","Vincent Dubois","vincent.dubois@genevapb.ch"
"SAR20240177","BRK0050","Pacific Coast Securities","brokerage","2024-04-02","","","SUBJ1087","Alpine River Partners","partnership","PT-812456","","1620 Pine St","San Francisco","CA","94109","USA","TXN0077","2024-04-02","212000","USD","exchange","layering, rapid_investment","Partnership used brokerage to execute rapid investments, funds moved between accounts in layering pattern.","referred","further_monitoring","true","FIU20240177","2024-04-03","EMP0087","Janice Kim","janice.kim@pacificcoastsec.com"
"SAR20240178","BNK0046","Central European Bank","bank","2024-05-16","2024-04-23","2024-05-12","SUBJ1088","Marta Kowalska","individual","794301560","1990-06-28","18 Krakowska St.","Krakow","MZ","31-062","POL","TXN0078","2024-05-11","11570","PLN","wire_transfer","unusual_large_transfer, rapid_movement","Subject made a wire transfer of above-normal value, rapid movement between accounts observed.","ongoing","further_monitoring","true","FIU20240178","2024-05-17","EMP0088","Jacek Zielinski","jacek.zielinski@cebank.pl"
"SAR20240179","BNK0047","Baltic Bank","bank","2024-03-21","2024-03-01","2024-03-20","SUBJ1089","Kristaps Ozols","individual","401020378","1986-05-11","20 Brivibas Blvd","Riga","LV","LV-1050","LVA","TXN0079","2024-03-19","23980","EUR","wire_transfer","rapid_movement, new_account","Wire transfer from new account, rapid movement of funds detected.","ongoing","further_monitoring","true","FIU20240179","2024-03-22","EMP0089","Liga Jansone","liga.jansone@balticbank.lv"
"SAR20240180","MSB0045","TransIndia Remit","money_service_business","2024-04-22","","","SUBJ1090","Sharma Holdings Pvt Ltd","company","CO-3984271","","22 MG Road","Mumbai","MH","400001","IND","TXN0080","2024-04-22","8900","INR","payment","rapid_turnover, unexplained_funds","Company received payment in new account with unclear business rationale, rapid turnover observed.","pending","further_monitoring","false","","","EMP0090","Anita Kapoor","anita.kapoor@transindiaremit.in"
"SAR20240181","INS0035","Pacific Insurance","insurance_company","2024-05-05","2024-04-12","2024-05-02","SUBJ1091","Emerald Holdings","company","CO-4729103","","45 Queen St","Auckland","AUK","1010","NZL","TXN0081","2024-05-01","89000","NZD","cash_deposit","frequent_deposits, unexplained_funds","Company made frequent cash deposits with unexplained origin of funds.","ongoing","further_monitoring","true","FIU20240181","2024-05-06","EMP0091","Daniel Carter","daniel.carter@pacificinsure.nz"
"SAR20240182","BNK0048","Pacific State Bank","bank","2024-02-14","","","SUBJ1092","Tyler Johnston","individual","801293040","1998-08-23","601 Willow Dr","Sacramento","CA","95814","USA","TXN0082","2024-02-14","24300","USD","wire_transfer","rapid_movement, new_account","Wire transfer from new account, with rapid movement between multiple accounts.","ongoing","further_monitoring","true","FIU20240182","2024-02-15","EMP0092","Colleen Harris","colleen.harris@pacificstatebank.com"
"SAR20240183","BRK0051","Nordic Securities","brokerage","2024-03-07","","","SUBJ1093","Aurora Capital LLP","partnership","PT-110293","","8 Sturegatan","Stockholm","ST","114 35","SWE","TXN0083","2024-03-07","187000","EUR","exchange","layering, rapid_investment","Partnership performed rapid investment activity through exchange, layering observed.","referred","further_monitoring","true","FIU20240183","2024-03-08","EMP0093","Oskar Lund","oskar.lund@nordicsecurities.se"
"SAR20240184","MSB0046","Asia Pacific Remit","money_service_business","2024-04-14","2024-03-31","2024-04-12","SUBJ1094","Liang & Associates","company","CO-2108372","","88 Nathan Rd","Hong Kong","HK","00003","HKG","TXN0084","2024-04-11","126000","HKD","cash_deposit","frequent_deposits, rapid_turnover","Company made frequent cash deposits with rapid turnover between accounts.","ongoing","further_monitoring","true","FIU20240184","2024-04-15","EMP0094","Wei Zhang","wei.zhang@asiapacificremit.hk"
"SAR20240185","BNK0049","European Savings Bank","bank","2024-01-28","2024-01-05","2024-01-27","SUBJ1095","Sven Johansson","individual","509283017","1958-03-02","42 Drottninggatan","Stockholm","ST","111 21","SWE","TXN0085","2024-01-26","600","EUR","withdrawal","low_value, frequent_small_payments","Subject performed frequent small withdrawals, possibly to avoid reporting thresholds.","closed","no_action","false","","","EMP0095","Erik Larsson","erik.larsson@eurosavings.se"
"SAR20240186","CU0056","Pioneer Credit Union","credit_union","2024-05-10","2024-04-22","2024-05-08","SUBJ1096","Lily Chen","individual","314289507","2000-01-25","55 Westlake Ave","Seattle","WA","98109","USA","TXN0086","2024-05-07","21750","USD","cash_deposit","new_account, frequent_deposits","Subject made multiple cash deposits after opening new account, behavior suggests possible structuring.","pending","further_monitoring","false","","","EMP0096","Craig Paxton","craig.paxton@pioneercredit.org"
"SAR20240187","BNK0050","Transatlantic Bank","bank","2024-02-23","2024-02-01","2024-02-21","SUBJ1097","Vladimir Petrov","individual","703982401","1957-07-15","47 Bolshaya Morskaya","Saint Petersburg","SPB","190000","RUS","TXN0087","2024-02-19","1100","RUB","withdrawal","frequent_small_payments, low_value","Numerous withdrawals below threshold indicate possible structuring.","closed","no_action","false","","","EMP0097","Irina Smirnova","irina.smirnova@transatlanticbank.ru"
"SAR20240188","BK0247","Australian Central Bank","bank","2024-03-19","2024-02-27","2024-03-17","SUBJ1098","Southern Cross Trust","trust","TR-110284","","100 George St","Sydney","NSW","2000","AUS","TXN0088","2024-03-15","3190000","AUD","exchange","high_value, offshore_connection","Trust transferred high-value funds offshore via exchange transactions, layering detected.","referred","prosecution","true","FIU20240188","2024-03-20","EMP0098","Ava Taylor","ava.taylor@auscentralbank.com"
"SAR20240189","MSB0047","Canadian Remit Corp","money_service_business","2024-04-28","2024-04-09","2024-04-27","SUBJ1099","Maple Leaf Holdings","company","CO-3092718","","200 York St","Toronto","ON","M5H 2N9","CAN","TXN0089","2024-04-26","126700","CAD","cash_deposit","frequent_deposits, rapid_turnover","Company made frequent cash deposits with rapid turnover between accounts.","ongoing","further_monitoring","true","FIU20240189","2024-04-29","EMP0099","Jonathan White","jon.white@canadianremit.ca"
"SAR20240190","BK0248","Dubai National Bank","bank","2024-02-05","2024-01-12","2024-02-03","SUBJ1100","Arabian Investment Trust","trust","TR-339201","","12 Sheikh Zayed Rd","Dubai","DU","00000","ARE","TXN0090","2024-02-02","2310000","AED","exchange","high_value, offshore_connection","Trust moved high-value funds offshore via exchange transactions with complex layering.","referred","prosecution","true","FIU20240190","2024-02-06","EMP0100","Fatima Al-Mansoori","fatima.mansoori@dubaibank.ae"
"SAR20240301","BANK3021","Pacific National Bank","bank","2023-06-15","2023-05-18","2023-06-10","SUBJ8601","Erin M. Salazar","individual","948317205","1971-03-20","987 Laurel Lane","San Francisco","CA","94102","USA","TXN30201","2023-06-08","89230.24","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject moved large funds between personal and business accounts over a short period, with unclear source of income and multiple wire transfers to external entities.","ongoing","further_monitoring","true","FIU20230301","2023-06-20","EMP3201","Grace Stanton","g.stanton@pacificnb.com"
"SAR20240302","CUNI9563","TriCity Credit Union","credit_union","2023-07-05","2023-06-01","2023-06-28","SUBJ8602","Denise R. Patel","individual","314872095","1993-07-12","217 Oakridge St","Seattle","WA","98109","USA","TXN30202","2023-06-25","23210.52","USD","cash_deposit","frequent_deposits,unexplained_funds","Multiple cash deposits totaling over $23,000 were made over the course of several weeks, inconsistent with stated employment and lifestyle.","pending","other","false","","","EMP3202","Patricia Wong","p.wong@tricucu.org"
"SAR20240303","MSB4319","Global Remit Corp","money_service_business","2023-08-12","2023-07-30","2023-08-08","SUBJ8603","Maverick Solutions Ltd.","company","REG-GBR-8831","","10 Bishopsgate","London","LDN","EC2N 4AY","GBR","TXN30203","2023-08-07","220500","GBP","exchange","high_value,offshore_connection","Company exchanged a large sum from GBP to CHF and sent the proceeds to an offshore account in Switzerland, with no clear business justification.","referred","prosecution","true","FIU20230302","2023-08-15","EMP3203","Tommy McGregor","t.mcgregor@globalremit.com"
"SAR20240304","BANK3022","Allied Banking Group","bank","2023-09-09","2023-08-22","2023-09-03","SUBJ8604","Jorge Espinoza","individual","773215980","1986-11-08","4216 Cypress Dr","Miami","FL","33130","USA","TXN30204","2023-09-03","78604.88","USD","wire_transfer","unusual_large_transfer,new_account","Subject opened a new account and performed a single large wire transfer to a recipient in Turkey, triggering concern for possible international layering.","ongoing","further_monitoring","true","FIU20230303","2023-09-14","EMP3204","Jacob Berman","j.berman@alliedbankgrp.com"
"SAR20240305","BROK7812","Summit Brokerage Partners","brokerage","2023-10-02","2023-09-18","2023-09-30","SUBJ8605","Delphi Trust","trust","TRUST-CH-0187","","Bahnhofstrasse 64","Zurich","ZH","8001","CHE","TXN30205","2023-09-28","9750000","CHF","exchange","complex_transaction,high_value","Trust executed high-value exchanges between Swiss Francs and Euros, with funds later transferred to multiple accounts in Hong Kong and the UAE.","referred","further_monitoring","true","FIU20230304","2023-10-07","EMP3205","Hanna Keller","h.keller@summitbrok.com"
"SAR20240306","INSU0924","Universal Insurance Ltd.","insurance_company","2023-10-20","2023-09-29","2023-10-18","SUBJ8606","Vanguard Partners","partnership","PART-CA-2148","","155 Wellington St W","Toronto","ON","M5V 3H6","CAN","TXN30206","2023-10-17","381250.5","CAD","wire_transfer","layering,rapid_investment","Partnership moved over $380,000 within one week, with funds split between multiple entities and destinations, raising suspicion of layering tactics.","referred","further_monitoring","true","FIU20230305","2023-10-23","EMP3206","Brian Lee","b.lee@universalins.com"
"SAR20240307","BANK3023","First Western Bank","bank","2023-11-12","2023-11-02","2023-11-10","SUBJ8607","Olga V. Petrov","individual","512497381","1978-09-15","2214 Pineview Blvd","Denver","CO","80202","USA","TXN30207","2023-11-10","11890.6","USD","cash_deposit","frequent_deposits,unexplained_funds","Frequent cash deposits from different locations and accounts, totaling nearly $12,000 over eight days, with funds withdrawn shortly after deposit.","pending","other","false","","","EMP3207","Vincent Miles","v.miles@fwbank.com"
"SAR20240308","BANK3024","Northgate Community Bank","bank","2023-12-15","2023-11-25","2023-12-10","SUBJ8608","Tristan E. Murphy","individual","782319046","1990-12-04","1453 Redmond Ave","Austin","TX","78701","USA","TXN30208","2023-12-09","55328.9","USD","wire_transfer","rapid_movement,new_account","Subject utilized newly opened account to make a wire transfer to an unknown entity in Poland, with rapid movement of funds and unclear source.","ongoing","further_monitoring","true","FIU20230306","2023-12-17","EMP3208","Tanya Olsen","t.olsen@northgatecb.com"
"SAR20240309","BANK3025","Capital City Bank","bank","2024-01-09","","","SUBJ8609","Eclipse Holdings GmbH","company","REG-DE-5723","","Königsallee 62","Dusseldorf","DU","40212","DEU","TXN30209","2024-01-08","754200","EUR","exchange","high_value,complex_transaction","Large exchange from Euros to USD was executed and split among several accounts in the US, with unclear business rationale and rapid turnover.","referred","prosecution","true","FIU20230307","2024-01-12","EMP3209","Marcus Fischer","m.fischer@capitalcitybank.com"
"SAR20240310","MSB4320","Eastern Money Exchange","money_service_business","2024-01-29","2024-01-09","2024-01-26","SUBJ8610","Bluewater Trust","trust","TRUST-GB-2041","","36 Finsbury Sq","London","LDN","EC2A 1PX","GBR","TXN30210","2024-01-25","6825000","GBP","exchange","offshore_connection,high_value","A trust based in London converted high-value GBP funds into USD, with proceeds sent to a shell entity in the Bahamas; transaction flagged for offshore layering.","referred","further_monitoring","true","FIU20230308","2024-02-01","EMP3210","Elaine Carter","e.carter@eastmoneyex.com"
"SAR20240311","CUNI9564","Metro Federal Credit","credit_union","2024-02-14","2024-01-21","2024-02-09","SUBJ8611","Darius D. Khalid","individual","981761230","1997-04-23","760 Pemberton Dr","Phoenix","AZ","85012","USA","TXN30211","2024-02-08","38720","USD","cash_deposit","new_account,unexplained_funds","Subject opened a new savings account and deposited over $38,000 in cash over three weeks, with limited information on income sources.","ongoing","further_monitoring","true","FIU20230309","2024-02-19","EMP3211","Sandy Bae","s.bae@metrofcu.org"
"SAR20240312","BANK3026","Sunrise Trust Bank","bank","2024-03-03","2024-02-01","2024-02-28","SUBJ8612","Arturo J. Mendoza","individual","619820473","1989-02-14","1208 Victory Blvd","Los Angeles","CA","90017","USA","TXN30212","2024-02-27","22100","USD","wire_transfer","unusual_large_transfer,rapid_movement","Subject executed a wire transfer of $22,100 to an individual in Mexico, with limited explanation for sudden large transaction.","pending","other","false","","","EMP3212","Carlos Duran","c.duran@suntrustbank.com"
"SAR20240313","BANK3027","River Valley Bank","bank","2024-03-19","2024-03-09","2024-03-17","SUBJ8613","Leandro F. Silva","individual","290318705","1994-08-29","3122 Willow St","Houston","TX","77002","USA","TXN30213","2024-03-17","15080.7","USD","cash_deposit","frequent_deposits,new_account","Subject made frequent cash deposits over nine days totaling more than $15,000, with funds distributed to unrelated accounts.","ongoing","further_monitoring","true","FIU20230310","2024-03-22","EMP3213","Jessica Huang","j.huang@rivervalleybk.com"
"SAR20240314","INSU0925","Continental Insurance Inc.","insurance_company","2024-04-05","2024-03-10","2024-03-29","SUBJ8614","Pinnacle Trust","trust","TRUST-US-8427","","1200 Peachtree St NE","Atlanta","GA","30309","USA","TXN30214","2024-03-28","4459000","USD","cash_deposit","high_value,complex_transaction","Trust deposited $4.45M in cash, followed by transfers to entities in the Cayman Islands and Switzerland, with limited provenance of funds.","ongoing","further_monitoring","true","FIU20230311","2024-04-09","EMP3214","Derek Thomas","d.thomas@continentalins.com"
"SAR20240315","BROK7813","Prime Wealth Brokerage","brokerage","2024-04-23","2024-04-05","2024-04-18","SUBJ8615","Omni Partners LLC","partnership","PART-US-1189","","1501 Broadway","New York","NY","10036","USA","TXN30215","2024-04-17","233102","USD","wire_transfer","layering,rapid_investment","LLC moved over $233,000 via wire transfer to three different accounts, with unexplained investment activities and rapid movement.","referred","prosecution","true","FIU20230312","2024-04-26","EMP3215","Rachel Stein","r.stein@primewealthbrok.com"
"SAR20240316","BANK3028","Pinnacle Trust Bank","bank","2024-05-12","2024-04-15","2024-05-07","SUBJ8616","Priscilla L. Ochoa","individual","472905813","1992-06-05","2098 Willow Lane","Dallas","TX","75201","USA","TXN30216","2024-05-06","30210","USD","wire_transfer","rapid_movement,new_account","Recent account opening followed by a $30,210 wire transfer to an entity in Turkey, with limited documentation or business purpose.","ongoing","further_monitoring","true","FIU20230313","2024-05-15","EMP3216","Melissa Grant","m.grant@pinnacletrust.com"
"SAR20240317","MSB4321","Asia Pacific Remittance","money_service_business","2024-05-29","2024-05-01","2024-05-26","SUBJ8617","Sunrise Holdings Pvt Ltd","company","REG-IN-9102","","Sector 24, Ring Rd","Delhi","DL","110085","IND","TXN30217","2024-05-25","1829000","INR","exchange","high_value,offshore_connection","Pvt Ltd transferred ₹1.8M INR to a shell company in Dubai, using exchange services to mask the source and recipient of funds.","referred","prosecution","true","FIU20230314","2024-06-01","EMP3217","Priya Sinha","priya.sinha@apacremit.com"
"SAR20240318","BANK3029","Eastern Gateway Bank","bank","2024-06-18","2024-05-20","2024-06-10","SUBJ8618","Zhiwei Liu","individual","610928473","1997-01-11","889 Yuquan Rd","Shanghai","SH","200333","CHN","TXN30218","2024-06-09","17800","CNY","wire_transfer","unusual_large_transfer,new_account","Subject opened a new account and transferred ¥17,800 to an account in Hong Kong, with rapid movement of funds and little documentation.","ongoing","further_monitoring","true","FIU20230315","2024-06-21","EMP3218","Chen Li","chen.li@easterngateway.com"
"SAR20240319","CUNI9565","Green Mountain Credit","credit_union","2024-07-02","2024-06-05","2024-06-28","SUBJ8619","Irina V. Ivanova","individual","492317608","1955-10-30","2347 Pinecrest Ave","Boston","MA","02108","USA","TXN30219","2024-06-28","740","USD","withdrawal","low_value,frequent_small_payments","Subject withdrew small sums from multiple ATMs, totaling $740 over several days, with transactions inconsistent with stated employment.","closed","no_action","false","","","EMP3219","Lauren Park","l.park@greenmountaincu.org"
"SAR20240320","BANK3030","Northern Star Bank","bank","2024-07-21","2024-06-30","2024-07-14","SUBJ8620","Mikael Schulz","individual","318760249","1962-02-17","8011 Parkstrasse","Berlin","BE","10117","DEU","TXN30220","2024-07-13","1200","EUR","withdrawal","low_value,unexplained_transfer","Subject made several low-value withdrawals from different branches, totaling €1,200, with no records of corresponding deposits.","closed","no_action","false","","","EMP3220","Greta Brandt","g.brandt@northernstarbnk.com"
"SAR20240321","BANK3031","Midwest Savings Bank","bank","2024-08-08","2024-07-19","2024-08-04","SUBJ8621","Xavier J. Ray","individual","785910324","1995-05-15","2780 Clearview Rd","Chicago","IL","60601","USA","TXN30221","2024-08-04","18400","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject initiated a wire transfer of $18,400 to a new account in Hong Kong, with limited supporting documentation and unclear purpose.","pending","other","false","","","EMP3221","Nathan Grady","n.grady@midwestsvgs.com"
"SAR20240322","MSB4322","EuroMoney Remittance","money_service_business","2024-08-23","2024-08-01","2024-08-19","SUBJ8622","Bavaria Trading AG","company","REG-DE-3172","","Prinzregentenstrasse 14","Munich","MZ","80538","DEU","TXN30222","2024-08-18","428900","EUR","exchange","high_value,complex_transaction","AG executed an exchange of €428,900 to USD, split between multiple shell companies in the US and Singapore, with questionable business rationale.","referred","prosecution","true","FIU20230316","2024-08-27","EMP3222","Stefan Müller","s.mueller@euromoneyremit.com"
"SAR20240323","BANK3032","Central Plains Bank","bank","2024-09-06","","","SUBJ8623","Tomasz Kowalczyk","individual","712630498","1948-01-28","ul. Marszalkowska 21","Warsaw","MZ","00-626","POL","TXN30223","2024-09-06","210","PLN","withdrawal","low_value,unexplained_transfer","Subject performed several small withdrawals from Polish bank ATMs, totaling 210 PLN, with no evidence of regular income.","closed","no_action","false","","","EMP3223","Anna Zielinska","a.zielinska@centralplainsbank.com"
"SAR20240324","BANK3033","Atlantic Coast Bank","bank","2024-09-29","2024-09-09","2024-09-24","SUBJ8624","Sophie E. Dubois","individual","530192847","1967-04-02","34 Rue de Rivoli","Paris","IDF","75004","FRA","TXN30224","2024-09-24","820","EUR","withdrawal","low_value,frequent_small_payments","Subject withdrew small amounts from multiple Paris ATMs, totaling €820 over two weeks, with transactions inconsistent with stated travel activity.","closed","no_action","false","","","EMP3224","Louis Martin","l.martin@atlanticcoastbnk.com"
"SAR20240325","BANK3034","Sunshine Financial Bank","bank","2024-10-15","2024-09-26","2024-10-12","SUBJ8625","Caspian Trust","trust","TRUST-AZ-2201","","Baku Financial Center","Baku","BA","AZ1000","AZE","TXN30225","2024-10-10","3271000","AZN","exchange","complex_transaction,offshore_connection","Trust exchanged AZN for USD and transferred funds to offshore accounts, with limited documentation and unclear business rationale.","ongoing","further_monitoring","true","FIU20230317","2024-10-19","EMP3225","Ali Mammadov","ali.mammadov@sunshinefb.com"
"SAR20240326","BANK3035","Western Liberty Bank","bank","2024-11-08","2024-10-15","2024-10-31","SUBJ8626","Helena S. Bauer","individual","219475803","1982-07-21","Viktoriastrasse 11","Vienna","WI","1010","AUT","TXN30226","2024-10-31","41230","EUR","payment","unexplained_transfer,frequent_small_payments","Subject made several payments totaling €41,230 to unrelated entities across Austria and Switzerland, with limited income documentation.","ongoing","further_monitoring","true","FIU20230318","2024-11-13","EMP3226","Jana Fischer","j.fischer@westernlibertybnk.com"
"SAR20240327","BANK3036","Alpine Trust Bank","bank","2024-11-30","","","SUBJ8627","Emerald Holdings","company","REG-AU-8271","","200 George St","Sydney","NSW","2000","AUS","TXN30227","2024-11-30","310600","AUD","payment","frequent_deposits,unexplained_funds","Company made a large payment of AUD 310,600 to an account in Hong Kong, with rapid turnover and no supporting contract.","ongoing","further_monitoring","true","FIU20230319","2024-12-03","EMP3227","Edward Chan","e.chan@alpinetrust.com"
"SAR20240328","BANK3037","Frontier Savings Bank","bank","2024-12-17","2024-11-30","2024-12-11","SUBJ8628","David R. Chen","individual","782315960","1988-05-09","2397 Oak St","Los Angeles","CA","90012","USA","TXN30228","2024-12-10","18900","USD","payment","frequent_deposits,unexplained_funds","Subject made multiple payments totaling $18,900 to accounts in Mexico and Singapore, with funds sourced from unknown deposits.","ongoing","further_monitoring","true","FIU20230320","2024-12-21","EMP3228","Michelle Lee","m.lee@frontiersvgs.com"
"SAR20240329","BANK3038","Federal Exchange Bank","bank","2025-01-07","","","SUBJ8629","Nikolai S. Volkov","individual","832917604","1956-10-11","Bolshaya Morskaya ul.","Saint Petersburg","SPB","190000","RUS","TXN30229","2025-01-07","1100","RUB","withdrawal","low_value,frequent_small_payments","Subject withdrew RUB 1,100 from multiple locations in Saint Petersburg, with no clear employment and inconsistent patterns.","closed","no_action","false","","","EMP3229","Igor Ivanov","igor.ivanov@fedexchbank.com"
"SAR20240330","BANK3039","Metropolitan Finance Bank","bank","2025-01-25","2025-01-07","2025-01-20","SUBJ8630","Aurora Consulting GmbH","company","REG-DE-8190","","Messeallee 12","Frankfurt","FR","60327","DEU","TXN30230","2025-01-20","580300","EUR","exchange","high_value,complex_transaction","Company exchanged €580,300 to USD, with funds sent to a US-based shell corporation and rapid turnover among multiple accounts.","referred","prosecution","true","FIU20230321","2025-01-28","EMP3230","Lukas Weber","l.weber@metropolitanfinance.com"
"SAR20240331","BANK3040","Unity Trust Bank","bank","2025-02-10","2025-01-15","2025-02-07","SUBJ8631","Natalia A. Grayson","individual","318479205","1979-09-19","78 Maplewood Ave","Boston","MA","02124","USA","TXN30231","2025-02-07","20700","USD","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited $20,700 in cash into a newly opened account, with subsequent withdrawals and transfers to unrelated entities.","pending","other","false","","","EMP3231","Jessica Cohen","j.cohen@unitytrust.com"
